l,l1,p,a,a1,u,u1,id
Heinrich-Mann-Schule,Heinrich-Mann-Schule - Grundschule der Stadt Leipzig,4289,"Leipzig, Schwarzenbergweg 4",Schwarzenbergweg 4 04289 Leipzig OT Meusdorf,http://leipzig-data.de/Data/Schule/Mann-GS,http://jedeschule.de/SN-4412433-0,SN-4412433-0
31. Schule,31. Schule - Grundschule der Stadt Leipzig,4289,"Leipzig, Franzosenallee 21",Franzosenallee 21 04289 Leipzig OT Probstheida,http://leipzig-data.de/Data/Schule/31-GS,http://jedeschule.de/SN-4411922-0,SN-4411922-0
31. Schule,31. Schule - Grundschule der Stadt Leipzig,4289,"Leipzig, Franzosenallee 21",Franzosenallee 21 04289 Leipzig OT Probstheida,http://leipzig-data.de/Data/Schule/31-GS,http://jedeschule.de/SN-4411922-0,SN-4411922-0
Neues Nikolai-Gymnasium,Neue Nikolaischule - Gymnasium der Stadt Leipzig,4299,"Leipzig, Schönbachstraße 17",Schönbachstraße 17 04299 Leipzig OT Stötteritz,http://leipzig-data.de/Data/Schule/Niko-Gym,http://jedeschule.de/SN-4440392-0,SN-4440392-0
Neues Nikolai-Gymnasium,Neue Nikolaischule - Gymnasium der Stadt Leipzig,4299,"Leipzig, Schönbachstraße 17",Schönbachstraße 17 04299 Leipzig OT Stötteritz,http://leipzig-data.de/Data/Schule/Niko-Gym,http://jedeschule.de/SN-4440392-0,SN-4440392-0
Franz-Mehring-Schule,Franz-Mehring-Schule - Grundschule der Stadt Leipzig,4299,"Leipzig, Gletschersteinstraße 9",Gletschersteinstraße 9 04299 Leipzig OT Stötteritz,http://leipzig-data.de/Data/Schule/Mehring-GS,http://jedeschule.de/SN-4412078-0,SN-4412078-0
Franz-Mehring-Schule,Franz-Mehring-Schule - Grundschule der Stadt Leipzig,4299,"Leipzig, Gletschersteinstraße 9",Gletschersteinstraße 9 04299 Leipzig OT Stötteritz,http://leipzig-data.de/Data/Schule/Mehring-GS,http://jedeschule.de/SN-4412078-0,SN-4412078-0
HUMANA gGmbH Leipzig,"Bernd-Blindow-Schulen Leipzig, Fachoberschule mit Fachrichtungen Gestaltung, Sozialwesen, Wirtschaft und Verwaltung (Schule in freier Trägerschaft)",4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Humana-Berufsschule,http://jedeschule.de/SN-4451852-0,SN-4451852-0
HUMANA gGmbH Leipzig,"Bernd-Blindow-Schulen Leipzig, Fachoberschule mit Fachrichtungen Gestaltung, Sozialwesen, Wirtschaft und Verwaltung (Schule in freier Trägerschaft)",4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Humana-Berufsschule,http://jedeschule.de/SN-4451852-0,SN-4451852-0
Bernd-Blindow-Schulen Leipzig,"Bernd-Blindow-Schulen Leipzig, Fachoberschule mit Fachrichtungen Gestaltung, Sozialwesen, Wirtschaft und Verwaltung (Schule in freier Trägerschaft)",4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Bernd-Blindow-Schule,http://jedeschule.de/SN-4451852-0,SN-4451852-0
Bernd-Blindow-Schulen Leipzig,"Bernd-Blindow-Schulen Leipzig, Fachoberschule mit Fachrichtungen Gestaltung, Sozialwesen, Wirtschaft und Verwaltung (Schule in freier Trägerschaft)",4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Bernd-Blindow-Schule,http://jedeschule.de/SN-4451852-0,SN-4451852-0
HUMANA gGmbH Leipzig,"Fachschule für Sozialwesen, Fachrichtung Sozialpädagogik   (Schule in freier Trägerschaft)",4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Humana-Berufsschule,http://jedeschule.de/SN-4451506-0,SN-4451506-0
HUMANA gGmbH Leipzig,"Fachschule für Sozialwesen, Fachrichtung Sozialpädagogik   (Schule in freier Trägerschaft)",4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Humana-Berufsschule,http://jedeschule.de/SN-4451506-0,SN-4451506-0
Bernd-Blindow-Schulen Leipzig,"Fachschule für Sozialwesen, Fachrichtung Sozialpädagogik   (Schule in freier Trägerschaft)",4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Bernd-Blindow-Schule,http://jedeschule.de/SN-4451506-0,SN-4451506-0
Bernd-Blindow-Schulen Leipzig,"Fachschule für Sozialwesen, Fachrichtung Sozialpädagogik   (Schule in freier Trägerschaft)",4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Bernd-Blindow-Schule,http://jedeschule.de/SN-4451506-0,SN-4451506-0
HUMANA gGmbH Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Logopädie    (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Humana-Berufsschule,http://jedeschule.de/SN-4451837-0,SN-4451837-0
HUMANA gGmbH Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Logopädie    (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Humana-Berufsschule,http://jedeschule.de/SN-4451837-0,SN-4451837-0
Bernd-Blindow-Schulen Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Logopädie    (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Bernd-Blindow-Schule,http://jedeschule.de/SN-4451837-0,SN-4451837-0
Bernd-Blindow-Schulen Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Logopädie    (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Bernd-Blindow-Schule,http://jedeschule.de/SN-4451837-0,SN-4451837-0
HUMANA gGmbH Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Pharmazeutisch -technische Assistenten  (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Humana-Berufsschule,http://jedeschule.de/SN-4451845-0,SN-4451845-0
HUMANA gGmbH Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Pharmazeutisch -technische Assistenten  (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Humana-Berufsschule,http://jedeschule.de/SN-4451845-0,SN-4451845-0
Bernd-Blindow-Schulen Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Pharmazeutisch -technische Assistenten  (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Bernd-Blindow-Schule,http://jedeschule.de/SN-4451845-0,SN-4451845-0
Bernd-Blindow-Schulen Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Pharmazeutisch -technische Assistenten  (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Bernd-Blindow-Schule,http://jedeschule.de/SN-4451845-0,SN-4451845-0
HUMANA gGmbH Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Physiotherapie    (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Humana-Berufsschule,http://jedeschule.de/SN-4450581-0,SN-4450581-0
HUMANA gGmbH Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Physiotherapie    (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Humana-Berufsschule,http://jedeschule.de/SN-4450581-0,SN-4450581-0
Bernd-Blindow-Schulen Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Physiotherapie    (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Bernd-Blindow-Schule,http://jedeschule.de/SN-4450581-0,SN-4450581-0
Bernd-Blindow-Schulen Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Physiotherapie    (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Bernd-Blindow-Schule,http://jedeschule.de/SN-4450581-0,SN-4450581-0
HUMANA gGmbH Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Ergotherapie    (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Humana-Berufsschule,http://jedeschule.de/SN-4451812-0,SN-4451812-0
HUMANA gGmbH Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Ergotherapie    (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Humana-Berufsschule,http://jedeschule.de/SN-4451812-0,SN-4451812-0
Bernd-Blindow-Schulen Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Ergotherapie    (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Bernd-Blindow-Schule,http://jedeschule.de/SN-4451812-0,SN-4451812-0
Bernd-Blindow-Schulen Leipzig,Bernd-Blindow-Schulen Leipzig Berufsfachschule für Ergotherapie    (Schule in freier Trägerschaft),4315,"Leipzig, Comeniusstraße 17",Comeniusstraße 17 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Bernd-Blindow-Schule,http://jedeschule.de/SN-4451812-0,SN-4451812-0
16. Schule,16. Schule - Oberschule der Stadt Leipzig,4315,"Leipzig, Konradstraße 67",Konradstraße 67 04315 Leipzig OT Volkmarsdorf,http://leipzig-data.de/Data/Schule/16-OS,http://jedeschule.de/SN-4431201-0,SN-4431201-0
16. Schule,16. Schule - Oberschule der Stadt Leipzig,4315,"Leipzig, Konradstraße 67",Konradstraße 67 04315 Leipzig OT Volkmarsdorf,http://leipzig-data.de/Data/Schule/16-OS,http://jedeschule.de/SN-4431201-0,SN-4431201-0
Wilhelm-Wander-Schule,Wilhelm-Wander-Schule - Grundschule der Stadt Leipzig,4315,"Leipzig, Schulze-Delitzsch-Straße 23",Schulze-Delitzsch-Straße 23 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Wander-GS,http://jedeschule.de/SN-4412425-0,SN-4412425-0
Wilhelm-Wander-Schule,Wilhelm-Wander-Schule - Grundschule der Stadt Leipzig,4315,"Leipzig, Schulze-Delitzsch-Straße 23",Schulze-Delitzsch-Straße 23 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Wander-GS,http://jedeschule.de/SN-4412425-0,SN-4412425-0
Schule am Rabet,Schule am Rabet - Grundschule der Stadt Leipzig,4315,"Leipzig, Eisenbahnstraße 50",Eisenbahnstraße 50 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Rabet-GS,http://jedeschule.de/SN-4412235-0,SN-4412235-0
Schule am Rabet,Schule am Rabet - Grundschule der Stadt Leipzig,4315,"Leipzig, Eisenbahnstraße 50",Eisenbahnstraße 50 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Rabet-GS,http://jedeschule.de/SN-4412235-0,SN-4412235-0
August-Bebel-Schule,August-Bebel-Schule - Grundschule der Stadt Leipzig,4315,"Leipzig, Husemannstraße 2",Husemannstraße 2 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Bebel-GS,http://jedeschule.de/SN-4412185-0,SN-4412185-0
August-Bebel-Schule,August-Bebel-Schule - Grundschule der Stadt Leipzig,4315,"Leipzig, Husemannstraße 2",Husemannstraße 2 04315 Leipzig OT Neustadt-Neuschönefeld,http://leipzig-data.de/Data/Schule/Bebel-GS,http://jedeschule.de/SN-4412185-0,SN-4412185-0
Oberschule Mölkau,Schule Mölkau -  Oberschule der Stadt Leipzig,4316,"Leipzig, Schulstraße 6",Schulstraße 6 04316 Leipzig OT Mölkau,http://leipzig-data.de/Data/Schule/Moelkau-Schule,http://jedeschule.de/SN-4430211-0,SN-4430211-0
Oberschule Mölkau,Schule Mölkau -  Oberschule der Stadt Leipzig,4316,"Leipzig, Schulstraße 6",Schulstraße 6 04316 Leipzig OT Mölkau,http://leipzig-data.de/Data/Schule/Moelkau-Schule,http://jedeschule.de/SN-4430211-0,SN-4430211-0
Oberschule Mölkau,Schule Mölkau - Grundschule  der Stadt Leipzig,4316,"Leipzig, Schulstraße 6",Schulstraße 6 04316 Leipzig OT Mölkau,http://leipzig-data.de/Data/Schule/Moelkau-Schule,http://jedeschule.de/SN-4410502-0,SN-4410502-0
Oberschule Mölkau,Schule Mölkau - Grundschule  der Stadt Leipzig,4316,"Leipzig, Schulstraße 6",Schulstraße 6 04316 Leipzig OT Mölkau,http://leipzig-data.de/Data/Schule/Moelkau-Schule,http://jedeschule.de/SN-4410502-0,SN-4410502-0
Sächsische Landesschule für Hörgeschädigte Leipzig - Förderzentrum Samuel Heinicke,"Sächsische Landesschule für Hörgeschädigte Leipzig, Förderzentrum  ""Samuel Heinicke """,4317,"Leipzig, Karl-Siegismund-Straße 2",Karl-Siegismund-Straße 2 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Landesschule-Hoergeschaedigte,http://jedeschule.de/SN-4050050-0,SN-4050050-0
Sächsische Landesschule für Hörgeschädigte Leipzig - Förderzentrum Samuel Heinicke,"Sächsische Landesschule für Hörgeschädigte Leipzig, Förderzentrum  ""Samuel Heinicke """,4317,"Leipzig, Karl-Siegismund-Straße 2",Karl-Siegismund-Straße 2 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Landesschule-Hoergeschaedigte,http://jedeschule.de/SN-4050050-0,SN-4050050-0
Sächsische Landesschule für Hörgeschädigte Leipzig - Förderzentrum Samuel Heinicke,"Sächsische Landesschule für Hörgeschädigte Leipzig, Förderzentrum  ""Samuel Heinicke """,4317,"Leipzig, Karl-Siegismund-Straße 2",Karl-Siegismund-Straße 2 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Landesschule-Hoergeschaedigte,http://jedeschule.de/SN-4050050-0,SN-4050050-0
Sächsische Landesschule für Hörgeschädigte Leipzig - Förderzentrum Samuel Heinicke,"Sächsische Landesschule für Hörgeschädigte Leipzig, Förderzentrum  ""Samuel Heinicke """,4317,"Leipzig, Karl-Siegismund-Straße 2",Karl-Siegismund-Straße 2 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Landesschule-Hoergeschaedigte,http://jedeschule.de/SN-4050050-0,SN-4050050-0
77. Schule,Schule Thonberg -  Schule für geistig Behinderte der Stadt Leipzig,4317,"Leipzig, Riebeckstraße 50",Riebeckstraße 50 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/77-GS,http://jedeschule.de/SN-4420410-0,SN-4420410-0
77. Schule,Schule Thonberg -  Schule für geistig Behinderte der Stadt Leipzig,4317,"Leipzig, Riebeckstraße 50",Riebeckstraße 50 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/77-GS,http://jedeschule.de/SN-4420410-0,SN-4420410-0
Schule Thonberg - Schule für geistig Behinderte der Stadt Leipzig,Schule Thonberg -  Schule für geistig Behinderte der Stadt Leipzig,4317,"Leipzig, Riebeckstraße 50",Riebeckstraße 50 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Schule-Thonberg,http://jedeschule.de/SN-4420410-0,SN-4420410-0
Schule Thonberg - Schule für geistig Behinderte der Stadt Leipzig,Schule Thonberg -  Schule für geistig Behinderte der Stadt Leipzig,4317,"Leipzig, Riebeckstraße 50",Riebeckstraße 50 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Schule-Thonberg,http://jedeschule.de/SN-4420410-0,SN-4420410-0
Bildungszentrum für Gesundheitsberufe Leipzig GmbH,"Fachschule, Fachbereich Sozialwesen,  Fachrichtung Sozialpädagogik des Bildungszentrums für Gesundheitsberufe  Leipzig (BzGL) GmbH (Schule in freier Trägerschaft)",4317,"Leipzig, Stötteritzer Straße 28",Stötteritzer Straße 28 04317 Leipzig OT Anger-Crottendorf,http://leipzig-data.de/Data/Schule/BildungszentrumfuerGesundheitsberufe,http://jedeschule.de/SN-4452736-0,SN-4452736-0
Bildungszentrum für Gesundheitsberufe Leipzig GmbH,"Fachschule, Fachbereich Sozialwesen,  Fachrichtung Sozialpädagogik des Bildungszentrums für Gesundheitsberufe  Leipzig (BzGL) GmbH (Schule in freier Trägerschaft)",4317,"Leipzig, Stötteritzer Straße 28",Stötteritzer Straße 28 04317 Leipzig OT Anger-Crottendorf,http://leipzig-data.de/Data/Schule/BildungszentrumfuerGesundheitsberufe,http://jedeschule.de/SN-4452736-0,SN-4452736-0
Johanniter-Unfall-Hilfe e. V.,"Fachschule für Sozialwesen, Fachrichtung Heilerziehungspflege, Fachrichtung Sozialpädagogik  (Schule in freier Trägerschaft)",4317,"Leipzig, Witzgallstraße 20",Witzgallstraße 20 04317 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Johanniter-Berufsschule,http://jedeschule.de/SN-4450714-0,SN-4450714-0
Johanniter-Unfall-Hilfe e. V.,"Fachschule für Sozialwesen, Fachrichtung Heilerziehungspflege, Fachrichtung Sozialpädagogik  (Schule in freier Trägerschaft)",4317,"Leipzig, Witzgallstraße 20",Witzgallstraße 20 04317 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Johanniter-Berufsschule,http://jedeschule.de/SN-4450714-0,SN-4450714-0
Bildungszentrum für Gesundheitsberufe Leipzig GmbH,Berufsfachschule für Altenpflege    (Schule in freier Trägerschaft),4317,"Leipzig, Stötteritzer Straße 28",Stötteritzer Straße 28 04317 Leipzig OT Anger-Crottendorf,http://leipzig-data.de/Data/Schule/BildungszentrumfuerGesundheitsberufe,http://jedeschule.de/SN-4452363-0,SN-4452363-0
Bildungszentrum für Gesundheitsberufe Leipzig GmbH,Berufsfachschule für Altenpflege    (Schule in freier Trägerschaft),4317,"Leipzig, Stötteritzer Straße 28",Stötteritzer Straße 28 04317 Leipzig OT Anger-Crottendorf,http://leipzig-data.de/Data/Schule/BildungszentrumfuerGesundheitsberufe,http://jedeschule.de/SN-4452363-0,SN-4452363-0
Johanniter-Unfall-Hilfe e. V.,"Bildungsinstitut Mitteldeutschland der Johanniter-Akademie, Berufsfachschule für Altenpflege, Berufsfachschule für Notfallsanitäter (Schule in freier Trägerschaft)",4317,"Leipzig, Witzgallstraße 20",Witzgallstraße 20 04317 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Johanniter-Berufsschule,http://jedeschule.de/SN-4451027-0,SN-4451027-0
Johanniter-Unfall-Hilfe e. V.,"Bildungsinstitut Mitteldeutschland der Johanniter-Akademie, Berufsfachschule für Altenpflege, Berufsfachschule für Notfallsanitäter (Schule in freier Trägerschaft)",4317,"Leipzig, Witzgallstraße 20",Witzgallstraße 20 04317 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Johanniter-Berufsschule,http://jedeschule.de/SN-4451027-0,SN-4451027-0
Johanniter-Unfall-Hilfe e. V.,"Bildungsinstitut Mitteldeutschland der Johanniter-Akademie, Berufsfachschule für Sozialwesen  (Schule in freier Trägerschaft)",4317,"Leipzig, Witzgallstraße 20",Witzgallstraße 20 04317 Leipzig OT Zentrum-Ost,http://leipzig-data.de/Data/Schule/Johanniter-Berufsschule,http://jedeschule.de/SN-4451951-0,SN-4451951-0
Johanniter-Unfall-Hilfe e. V.,"Bildungsinstitut Mitteldeutschland der Johanniter-Akademie, Berufsfachschule für Sozialwesen  (Schule in freier Trägerschaft)",4317,"Leipzig, Witzgallstraße 20",Witzgallstraße 20 04317 Leipzig OT Zentrum-Ost,http://leipzig-data.de/Data/Schule/Johanniter-Berufsschule,http://jedeschule.de/SN-4451951-0,SN-4451951-0
Bildungszentrum für Gesundheitsberufe Leipzig GmbH,Berufsfachschule für Pflegehilfe    (Schule in freier Trägerschaft),4317,"Leipzig, Stötteritzer Straße 28",Stötteritzer Straße  28 04317 Leipzig OT Anger-Crottendorf,http://leipzig-data.de/Data/Schule/BildungszentrumfuerGesundheitsberufe,http://jedeschule.de/SN-4452595-0,SN-4452595-0
Bildungszentrum für Gesundheitsberufe Leipzig GmbH,Berufsfachschule für Pflegehilfe    (Schule in freier Trägerschaft),4317,"Leipzig, Stötteritzer Straße 28",Stötteritzer Straße  28 04317 Leipzig OT Anger-Crottendorf,http://leipzig-data.de/Data/Schule/BildungszentrumfuerGesundheitsberufe,http://jedeschule.de/SN-4452595-0,SN-4452595-0
Bildungszentrum für Gesundheitsberufe Leipzig GmbH,Berufsschule der  Bildungszentrum für Gesundheitsberufe  Leipzig (BzGL) GmbH (Schule in freier Trägerschaft),4317,"Leipzig, Stötteritzer Straße 28",Stötteritzer Straße 28 04317 Leipzig OT Anger-Crottendorf,http://leipzig-data.de/Data/Schule/BildungszentrumfuerGesundheitsberufe,http://jedeschule.de/SN-4452777-0,SN-4452777-0
Bildungszentrum für Gesundheitsberufe Leipzig GmbH,Berufsschule der  Bildungszentrum für Gesundheitsberufe  Leipzig (BzGL) GmbH (Schule in freier Trägerschaft),4317,"Leipzig, Stötteritzer Straße 28",Stötteritzer Straße 28 04317 Leipzig OT Anger-Crottendorf,http://leipzig-data.de/Data/Schule/BildungszentrumfuerGesundheitsberufe,http://jedeschule.de/SN-4452777-0,SN-4452777-0
Humboldt-Gymnasium,Humboldt-Schule - Gymnasium der Stadt Leipzig,4317,"Leipzig, Möbiusstraße 8",Möbiusstraße 8 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Humboldt-Gym,http://jedeschule.de/SN-4440343-0,SN-4440343-0
Humboldt-Gymnasium,Humboldt-Schule - Gymnasium der Stadt Leipzig,4317,"Leipzig, Möbiusstraße 8",Möbiusstraße 8 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Humboldt-Gym,http://jedeschule.de/SN-4440343-0,SN-4440343-0
125. Schule,125. Schule - Oberschule der Stadt Leipzig,4317,"Leipzig, Heinrichstraße 43",Heinrichstraße 43/45 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/125-OS,http://jedeschule.de/SN-4431151-0,SN-4431151-0
125. Schule,125. Schule - Oberschule der Stadt Leipzig,4317,"Leipzig, Heinrichstraße 43",Heinrichstraße 43/45 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/125-OS,http://jedeschule.de/SN-4431151-0,SN-4431151-0
Wilhelm-Busch-Schule,125. Schule - Oberschule der Stadt Leipzig,4317,"Leipzig, Heinrichstraße 43",Heinrichstraße 43/45 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Busch-GS,http://jedeschule.de/SN-4431151-0,SN-4431151-0
Wilhelm-Busch-Schule,125. Schule - Oberschule der Stadt Leipzig,4317,"Leipzig, Heinrichstraße 43",Heinrichstraße 43/45 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Busch-GS,http://jedeschule.de/SN-4431151-0,SN-4431151-0
125. Schule,Wilhelm-Busch-Schule - Grundschule der Stadt Leipzig,4317,"Leipzig, Heinrichstraße 43",Heinrichstraße 43-45 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/125-OS,http://jedeschule.de/SN-4412151-0,SN-4412151-0
125. Schule,Wilhelm-Busch-Schule - Grundschule der Stadt Leipzig,4317,"Leipzig, Heinrichstraße 43",Heinrichstraße 43-45 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/125-OS,http://jedeschule.de/SN-4412151-0,SN-4412151-0
Wilhelm-Busch-Schule,Wilhelm-Busch-Schule - Grundschule der Stadt Leipzig,4317,"Leipzig, Heinrichstraße 43",Heinrichstraße 43-45 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Busch-GS,http://jedeschule.de/SN-4412151-0,SN-4412151-0
Wilhelm-Busch-Schule,Wilhelm-Busch-Schule - Grundschule der Stadt Leipzig,4317,"Leipzig, Heinrichstraße 43",Heinrichstraße 43-45 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Busch-GS,http://jedeschule.de/SN-4412151-0,SN-4412151-0
77. Schule,Fritz-Baumgarten-Schule - Grundschule der Stadt Leipzig,4317,"Leipzig, Riebeckstraße 50",Riebeckstraße 50 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/77-GS,http://jedeschule.de/SN-4412342-0,SN-4412342-0
77. Schule,Fritz-Baumgarten-Schule - Grundschule der Stadt Leipzig,4317,"Leipzig, Riebeckstraße 50",Riebeckstraße 50 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/77-GS,http://jedeschule.de/SN-4412342-0,SN-4412342-0
Schule Thonberg - Schule für geistig Behinderte der Stadt Leipzig,Fritz-Baumgarten-Schule - Grundschule der Stadt Leipzig,4317,"Leipzig, Riebeckstraße 50",Riebeckstraße 50 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Schule-Thonberg,http://jedeschule.de/SN-4412342-0,SN-4412342-0
Schule Thonberg - Schule für geistig Behinderte der Stadt Leipzig,Fritz-Baumgarten-Schule - Grundschule der Stadt Leipzig,4317,"Leipzig, Riebeckstraße 50",Riebeckstraße 50 04317 Leipzig OT Reudnitz-Thonberg,http://leipzig-data.de/Data/Schule/Schule-Thonberg,http://jedeschule.de/SN-4412342-0,SN-4412342-0
Käthe-Kollwitz-Schule - Förderzentrum und Sprachheilschule der Stadt Leipzig,"Förderzentrum Sprachheilschule  ""Käthe Kollwitz "" Leipzig",4318,"Leipzig, Karl-Vogel-Straße 17",Karl-Vogel-Straße 17-19 04318 Leipzig OT Anger-Crottendorf,http://leipzig-data.de/Data/Schule/Kollwitz-Schule,http://jedeschule.de/SN-4420345-0,SN-4420345-0
